"","UniqueID","HIT_ID","Regex","Accur"
"630",629,62,"(\d+)\.(\d+)",1
"631",630,63,"tri[abcdef]3",0.75
"632",631,63,"xyz[_\[\]`\^\\]",0.8
"633",632,63,"fa[lmnop][lmnop][lmnop]",0.8
"634",633,63,"\.+",0.8
"635",634,63,"(dee(do){1,2})",0.8
"636",635,63,"[\t\r\f\n ]",1
"637",636,63,"(\$\{)\d+(:[^}]+\})",0.6
"638",637,63,"&(\w+);",0.8
"639",638,63,"(:|;)",1
"640",639,63,"[a-f](\d+)[a-f]",0.6
"641",640,64,"[a-f](\d+)[a-f]",1
"642",641,64,"&(\w+);",0.8
"643",642,64,"&d([aeiou][aeiou])z",1
"644",643,64,"(deedo(do)?)",0.8
"645",644,64,"(\$\{)\d+(:[^}]+\})",1
"646",645,64,"\..*",0.6
"647",646,64,"xyz[_\[\]`\^\\]",1
"648",647,64,"([\0175\0173])",0.4
"649",648,64,"tri(a|b|c|d|e|f)3",1
"650",649,64,"[\D]",1
"651",650,65,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"652",651,65,"(:|;)",1
"653",652,65,"([$][{])\d+(:[^}]+[}])",0.6
"654",653,65,"no[wxyz]5",1
"655",654,65,"\..*",1
"656",655,65,"%([0-9a-fA-F][0-9a-fA-F])",1
"657",656,65,"([0-9]+)\.([0-9]+)",1
"658",657,65,"[\s]",1
"659",658,65,"xyz[\0133-\0140]",1
"660",659,65,"(q4fab|ab)",1
"661",660,66,"1q\w\w",1
"662",661,66,"(deedo|deedodo)",0.8
"663",662,66,"no[wxyz]5",0.8
"664",663,66,"t[\x3a-\x3b]+p",NA
"665",664,66,"xg1([0-9]{1,3})%",0.4
"666",665,66,"(\$\{)\d+(:[^}]+\})",1
"667",666,66,"[\D]",1
"668",667,66,"\.+",1
"669",668,66,"&d([aeiou][aeiou])z",1
"670",669,66,"(\{|\})",1
"671",670,67,"tuv\w",1
"672",671,67,"(dee(do){1,2})",0.8
"673",672,67,"tri[a-f]3",1
"674",673,67,"[a-f]([0-9]+)[a-f]",1
"675",674,67,"([\072\073])",1
"676",675,67,"xyz[\x5b-\x5f]",0.8
"677",676,67,"[{][$](\d+[.]\d)[}]",1
"678",677,67,"[\D]",1
"679",678,67,"RR*",1
"680",679,67,"fa[lmnop]{3}",1
"681",680,68,"%([0-9A-Fa-f]{2})",1
"682",681,68,"\..*",1
"683",682,68,"[\W_]",1
"684",683,68,"(\$\{)\d+(:[^}]+\})",1
"685",684,68,"(dee(do){1,2})",1
"686",685,68,"xyz[\x5b-\x5f]",1
"687",686,68,"tri[a-f]3",1
"688",687,68,"1q\w\w",1
"689",688,68,"xg1([0-9]{1,3})%",1
"690",689,68,"([\072\073])",1
"691",690,69,"((q4f){0,1}ab)",1
"692",691,69,"%([0-9a-fA-F][0-9a-fA-F])",1
"693",692,69,"za+",1
"694",693,69,"([$][{])\d+(:[^}]+[}])",1
"695",694,69,"&([A-Za-z0-9_]+);",1
"696",695,69,"xg1(\d{1,3})%",1
"697",696,69,"xyz[\x5b-\x5f]",0.8
"698",697,69,"tri[abcdef]3",0.8
"699",698,69,"([\0175\0173])",0.4
"700",699,69,"[\s]",0.8
"701",700,70,"tuv[A-Za-z0-9_]",1
"702",701,70,"[{][$](\d+[.]\d)[}]",1
"703",702,70,"[\t\r\f\n ]",1
"704",703,70,"t[\x3a-\x3b]+p",0
"705",704,70,"(deedo|deedodo)",1
"706",705,70,"tri(a|b|c|d|e|f)3",1
"707",706,70,"(\{|\})",1
"708",707,70,"[a-f]([0-9]+)[a-f]",1
"709",708,70,"&d([aeiou][aeiou])z",1
"710",709,70,"R+",1
"711",710,71,"fa[lmnop][lmnop][lmnop]",1
"712",711,71,"[\s]",0.8
"713",712,71,"t[\x3a-\x3b]+p",1
"714",713,71,"tuv[A-Za-z0-9_]",1
"715",714,71,"(\$\{)\d+(:[^}]+\})",1
"716",715,71,"tri[abcdef]3",1
"717",716,71,"([:;])",1
"718",717,71,"(deedo|deedodo)",1
"719",718,71,"R+",1
"720",719,71,"xg1(\d{1,3})%",1
"721",720,72,"[^0-9A-Za-z]",0.6
"722",721,72,"&d([aeiou][aeiou])z",NA
"723",722,72,"([\072\073])",0.4
"724",723,72,"no[wxyz]5",1
"725",724,72,"RR*",0.8
"726",725,72,"t[:;]+p",0.8
"727",726,72,"xg1([0-9]{1,3})%",0.4
"728",727,72,"&(\w+);",NA
"729",728,72,"(deedo(do)?)",0.75
"730",729,72,"\{\$(\d+\.\d)\}",NA
"731",730,73,"\{\$(\d+\.\d)\}",1
"732",731,73,"[^0-9]",0
"733",732,73,"((q4f){0,1}ab)",1
"734",733,73,"([0-9]+)\.([0-9]+)",1
"735",734,73,"%([0-9a-fA-F][0-9a-fA-F])",0.8
"736",735,73,"&([A-Za-z0-9_]+);",0.75
"737",736,73,"no[wxyz]5",0.75
"738",737,73,"(:|;)",1
"739",738,73,"R+",0.8
"740",739,73,"t[\072-\073]+p",1
"741",740,74,"%([0-9A-Fa-f]{2})",1
"742",741,74,"[\s]",1
"743",742,74,"no(w|x|y|z)5",1
"744",743,74,"\{\$(\d+\.\d)\}",1
"745",744,74,"xyz[\x5b-\x5f]",1
"746",745,74,"(q4fab|ab)",1
"747",746,74,"(\{|\})",1
"748",747,74,"1q\w\w",1
"749",748,74,"xg1(\d{1,3})%",0.6
"750",749,74,"za+",1
"751",750,75,"t[.][$]+\d+[*]",1
"752",751,75,"(deedo(do)?)",1
"753",752,75,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"754",753,75,"([:;])",1
"755",754,75,"[a-f]([0-9]+)[a-f]",1
"756",755,75,"[\s]",1
"757",756,75,"xyz[\x5b-\x5f]",1
"758",757,75,"&d([aeiou][aeiou])z",1
"759",758,75,"RR*",1
"760",759,75,"tri[a-f]3",1
"761",760,76,"&d([aeiou]{2})z",1
"762",761,76,"\.+",1
"763",762,76,"t[.][$]+\d+[*]",1
"764",763,76,"(:|;)",0.8
"765",764,76,"[a-f]([0-9]+)[a-f]",0.8
"766",765,76,"((q4f){0,1}ab)",1
"767",766,76,"no[w-z]5",0.8
"768",767,76,"[\D]",1
"769",768,76,"1q\w\w",1
"770",769,76,"xyz[_\[\]`\^\\]",1
"771",770,77,"[a-f](\d+)[a-f]",1
"772",771,77,"no[w-z]5",1
"773",772,77,"fa[lmnop]{3}",1
"774",773,77,"tuv\w",1
"775",774,77,"R+",1
"776",775,77,"([\072\073])",0.4
"777",776,77,"t[\x3a-\x3b]+p",1
"778",777,77,"(\$\{)\d+(:[^}]+\})",1
"779",778,77,"((q4f)?ab)",1
"780",779,77,"[^0-9]",0.6
"781",780,78,"xyz[\0133-\0140]",0.6
"782",781,78,"xg1([0-9]{1,3})%",1
"783",782,78,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"784",783,78,"&d([aeiou][aeiou])z",1
"785",784,78,"((q4f){0,1}ab)",1
"786",785,78,"[\s]",1
"787",786,78,"([\0175\0173])",0.6
"788",787,78,"\{\$(\d+\.\d)\}",1
"789",788,78,"\.+",1
"790",789,78,"no(w|x|y|z)5",1
"791",790,79,"no(w|x|y|z)5",1
"792",791,79,"(deedo(do)?)",0.4
"793",792,79,"za+",1
"794",793,79,"xyz[_\[\]`\^\\]",0.6
"795",794,79,"(\d+)\.(\d+)",1
"796",795,79,"fa[lmnop]{3}",0.75
"797",796,79,"([:;])",0.4
"798",797,79,"(\$\{)\d+(:[^}]+\})",0.8
"799",798,79,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.8
"800",799,79,"[\s]",1
"801",800,80,"t[:;]+p",0.8
"802",801,80,"&d([aeiou]{2})z",0.8
"803",802,80,"xg1([0-9]{1,3})%",0.8
"804",803,80,"RR*",0.4
"805",804,80,"t[.][$]+\d+[*]",0.8
"806",805,80,"[^0-9]",0.4
"807",806,80,"([\072\073])",0.2
"808",807,80,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.4
"809",808,80,"(q4fab|ab)",0.6
"810",809,80,"no(w|x|y|z)5",0.8
"811",810,81,"RR*",1
"812",811,81,"[\D]",1
"813",812,81,"((q4f){0,1}ab)",1
"814",813,81,"no[wxyz]5",1
"815",814,81,"[{][$](\d+[.]\d)[}]",1
"816",815,81,"[a-f]([0-9]+)[a-f]",1
"817",816,81,"t[\x3a-\x3b]+p",1
"818",817,81,"tuv[A-Za-z0-9_]",1
"819",818,81,"fa[lmnop][lmnop][lmnop]",0.8
"820",819,81,"([\072\073])",1
"821",820,82,"([\072\073])",1
"822",821,82,"xg1([0-9]{1,3})%",1
"823",822,82,"xyz[_\[\]`\^\\]",1
"824",823,82,"(\$\{)\d+(:[^}]+\})",1
"825",824,82,"(deedo|deedodo)",1
"826",825,82,"[\t\r\f\n ]",NA
"827",826,82,"no[w-z]5",1
"828",827,82,"\..*",0.6
"829",828,82,"&([A-Za-z0-9_]+);",0.8
"830",829,82,"&d([aeiou]{2})z",1
"831",830,83,"tuv\w",1
"832",831,83,"[\W_]",1
"833",832,83,"[{][$](\d+[.]\d)[}]",1
"834",833,83,"xg1(\d{1,3})%",1
"835",834,83,"(deedo|deedodo)",1
"836",835,83,"\.+",1
"837",836,83,"tri[a-f]3",1
"838",837,83,"(\{|\})",1
"839",838,83,"xyz[\0133-\0140]",NA
"840",839,83,"fa[lmnop]{3}",1
"841",840,84,"t[\x3a-\x3b]+p",1
"842",841,84,"&(\w+);",1
"843",842,84,"([}{])",1
"844",843,84,"(dee(do){1,2})",1
"845",844,84,"fa[lmnop][lmnop][lmnop]",1
"846",845,84,"[{][$](\d+[.]\d)[}]",0.8
"847",846,84,"tri[a-f]3",1
"848",847,84,"[^0-9]",1
"849",848,84,"[a-f]([0-9]+)[a-f]",1
"850",849,84,"R+",1
"851",850,85,"t[\072-\073]+p",0.6
"852",851,85,"&([A-Za-z0-9_]+);",0.5
"853",852,85,"za+",0.4
"854",853,85,"[\W_]",0.2
"855",854,85,"(\{|\})",0.4
"856",855,85,"xg1([0-9]{1,3})%",0.6
"857",856,85,"t\.\$+\d+\*",0.6
"858",857,85,"(deedo|deedodo)",0.4
"859",858,85,"no[wxyz]5",0.8
"860",859,85,"%([0-9a-fA-F][0-9a-fA-F])",0.6
"861",860,86,"xyz[\0133-\0140]",0.4
"862",861,86,"t[.][$]+\d+[*]",0.8
"863",862,86,"zaa*",1
"864",863,86,"[^0-9A-Za-z]",0
"865",864,86,"[a-f]([0-9]+)[a-f]",1
"866",865,86,"([\072\073])",1
"867",866,86,"%([0-9A-Fa-f]{2})",1
"868",867,86,"(deedo(do)?)",0.8
"869",868,86,"1q\w\w",1
"870",869,86,"no[wxyz]5",1
"871",870,87,"(deedo(do)?)",1
"872",871,87,"&(\w+);",1
"873",872,87,"%([0-9A-Fa-f]{2})",1
"874",873,87,"[^0-9]",1
"875",874,87,"t[\x3a-\x3b]+p",1
"876",875,87,"t[.][$]+\d+[*]",1
"877",876,87,"(:|;)",1
"878",877,87,"[a-f]([0-9]+)[a-f]",1
"879",878,87,"zaa*",1
"880",879,87,"tri[a-f]3",1
"881",880,88,"([0-9]+)\.([0-9]+)",0.6
"882",881,88,"tuv\w",0.8
"883",882,88,"[^0-9A-Za-z]",0
"884",883,88,"((q4f)?ab)",0.75
"885",884,88,"(\{|\})",0.25
"886",885,88,"%([0-9A-Fa-f]{2})",0.4
"887",886,88,"no(w|x|y|z)5",0.75
"888",887,88,"t\.\$+\d+\*",0.75
"889",888,88,"t[\072-\073]+p",0.25
"890",889,88,"R+",1
"891",890,89,"[^0-9]",1
"892",891,89,"t[.][$]+\d+[*]",1
"893",892,89,"xyz[\x5b-\x5f]",1
"894",893,89,"fa[lmnop][lmnop][lmnop]",1
"895",894,89,"([}{])",1
"896",895,89,"(\d+)\.(\d+)",1
"897",896,89,"za+",1
"898",897,89,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"899",898,89,"(deedo|deedodo)",1
"900",899,89,"no[w-z]5",1
"901",900,90,"xg1([0-9]{1,3})%",0.4
"902",901,90,"([}{])",0.4
"903",902,90,"RR*",1
"904",903,90,"&(\w+);",0.8
"905",904,90,"(\$\{)\d+(:[^}]+\})",0.25
"906",905,90,"(deedo|deedodo)",1
"907",906,90,"[^0-9A-Za-z]",1
"908",907,90,"t[:;]+p",1
"909",908,90,"%([0-9a-fA-F][0-9a-fA-F])",1
"910",909,90,"tri(a|b|c|d|e|f)3",1
"911",910,91,"xyz[\x5b-\x5f]",0.6
"912",911,91,"tuv\w",1
"913",912,91,"([0-9]+)\.([0-9]+)",1
"914",913,91,"%([0-9a-fA-F][0-9a-fA-F])",1
"915",914,91,"(\{|\})",1
"916",915,91,"t\.\$+\d+\*",1
"917",916,91,"[\s]",1
"918",917,91,"no[wxyz]5",0.8
"919",918,91,"za+",1
"920",919,91,"(deedo(do)?)",0.8
"921",920,92,"([}{])",0.8
"922",921,92,"&(\w+);",1
"923",922,92,"(q4fab|ab)",1
"924",923,92,"tri(a|b|c|d|e|f)3",0.6
"925",924,92,"fa[lmnop]{3}",0.4
"926",925,92,"t[\x3a-\x3b]+p",NA
"927",926,92,"([$][{])\d+(:[^}]+[}])",0.4
"928",927,92,"\..*",1
"929",928,92,"[\D]",0.6
"930",929,92,"(\d+)\.(\d+)",0.3333333333
"931",930,93,"t[\072-\073]+p",1
"932",931,93,"no[w-z]5",1
"933",932,93,"(q4fab|ab)",1
"934",933,93,"[a-f](\d+)[a-f]",1
"935",934,93,"&d([aeiou][aeiou])z",1
"936",935,93,"tuv[A-Za-z0-9_]",1
"937",936,93,"\{\$(\d+\.\d)\}",1
"938",937,93,"(:|;)",1
"939",938,93,"\..*",1
"940",939,93,"[^0-9A-Za-z]",1
"941",940,94,"&([A-Za-z0-9_]+);",1
"942",941,94,"(deedo|deedodo)",1
"943",942,94,"tri(a|b|c|d|e|f)3",1
"944",943,94,"([}{])",1
"945",944,94,"xyz[\0133-\0140]",0.75
"946",945,94,"RR*",0.8
"947",946,94,"(\d+)\.(\d+)",1
"948",947,94,"[\W_]",1
"949",948,94,"fa[lmnop][lmnop][lmnop]",1
"950",949,94,"t\.\$+\d+\*",1
"951",950,95,"[\s]",1
"952",951,95,"t[\072-\073]+p",1
"953",952,95,"\..*",1
"954",953,95,"((q4f){0,1}ab)",1
"955",954,95,"tuv\w",1
"956",955,95,"\{\$(\d+\.\d)\}",1
"957",956,95,"fa[lmnop][lmnop][lmnop]",1
"958",957,95,"no[w-z]5",1
"959",958,95,"(\d+)\.(\d+)",1
"960",959,95,"([}{])",1
"961",960,96,"tri(a|b|c|d|e|f)3",0.4
"962",961,96,"([$][{])\d+(:[^}]+[}])",0.4
"963",962,96,"xg1([0-9]{1,3})%",0.8
"964",963,96,"(q4fab|ab)",0.8
"965",964,96,"&([A-Za-z0-9_]+);",0.8
"966",965,96,"\.+",1
"967",966,96,"xyz[\0133-\0140]",0.5
"968",967,96,"fa[lmnop]{3}",1
"969",968,96,"([\072\073])",0.25
"970",969,96,"[\W_]",0.4
"971",970,97,"(q4fab|ab)",1
"972",971,97,"([}{])",1
"973",972,97,"xg1(\d{1,3})%",0.6
"974",973,97,"R+",1
"975",974,97,"[{][$](\d+[.]\d)[}]",1
"976",975,97,"fa[lmnop]{3}",1
"977",976,97,"[\D]",0.4
"978",977,97,"t[:;]+p",1
"979",978,97,"&(\w+);",NA
"980",979,97,"no(w|x|y|z)5",0.6
"981",980,98,"&([A-Za-z0-9_]+);",0.6
"982",981,98,"[a-f]([0-9]+)[a-f]",0.4
"983",982,98,"t\.\$+\d+\*",0.8
"984",983,98,"fa[lmnop]{3}",0.8
"985",984,98,"tri[a-f]3",1
"986",985,98,"xyz[\0133-\0140]",0.6
"987",986,98,"(:|;)",1
"988",987,98,"(deedo|deedodo)",1
"989",988,98,"[\t\r\f\n ]",0.6
"990",989,98,"zaa*",1
"991",990,99,"no(w|x|y|z)5",1
"992",991,99,"tuv\w",0.8
"993",992,99,"[\t\r\f\n ]",0.6
"994",993,99,"([:;])",0.4
"995",994,99,"t[:;]+p",1
"996",995,99,"([$][{])\d+(:[^}]+[}])",0.8
"997",996,99,"((q4f){0,1}ab)",0.6
"998",997,99,"fa[lmnop][lmnop][lmnop]",0.6
"999",998,99,"\..*",0.8
"1000",999,99,"xg1(\d{1,3})%",0.6
"1001",1000,100,"([0-9]+)\.([0-9]+)",0.2
"1002",1001,100,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.8
"1003",1002,100,"fa[lmnop][lmnop][lmnop]",0.8
"1004",1003,100,"tri[abcdef]3",0.6
"1005",1004,100,"(dee(do){1,2})",0.75
"1006",1005,100,"(\{|\})",0.6
"1007",1006,100,"[{][$](\d+[.]\d)[}]",0.8
"1008",1007,100,"xyz[\x5b-\x5f]",0.2
"1009",1008,100,"[\s]",0.4
"1010",1009,100,"zaa*",0.6
"1011",1010,101,"no[w-z]5",1
"1012",1011,101,"([$][{])\d+(:[^}]+[}])",1
"1013",1012,101,"zaa*",1
"1014",1013,101,"([}{])",1
"1015",1014,101,"tuv[A-Za-z0-9_]",1
"1016",1015,101,"t[\x3a-\x3b]+p",1
"1017",1016,101,"[^0-9A-Za-z]",1
"1018",1017,101,"((q4f)?ab)",1
"1019",1018,101,"&d([aeiou]{2})z",1
"1020",1019,101,"[a-f]([0-9]+)[a-f]",1
"1021",1020,102,"(deedo(do)?)",1
"1022",1021,102,"([\0175\0173])",1
"1023",1022,102,"R+",1
"1024",1023,102,"[\t\r\f\n ]",1
"1025",1024,102,"fa[lmnop][lmnop][lmnop]",1
"1026",1025,102,"xyz[\0133-\0140]",1
"1027",1026,102,"1q[A-Za-z0-9_][A-Za-z0-9_]",1
"1028",1027,102,"[a-f]([0-9]+)[a-f]",0.8
"1029",1028,102,"no[wxyz]5",1
"1030",1029,102,"\{\$(\d+\.\d)\}",1
"1031",1030,103,"zaa*",1
"1032",1031,103,"[^0-9A-Za-z]",1
"1033",1032,103,"xyz[\x5b-\x5f]",1
"1034",1033,103,"([\0175\0173])",0.4
"1035",1034,103,"1q\w\w",1
"1036",1035,103,"((q4f){0,1}ab)",1
"1037",1036,103,"tri[abcdef]3",1
"1038",1037,103,"xg1([0-9]{1,3})%",1
"1039",1038,103,"&d([aeiou][aeiou])z",1
"1040",1039,103,"t[.][$]+\d+[*]",1
"1041",1040,104,"(deedo|deedodo)",1
"1042",1041,104,"([$][{])\d+(:[^}]+[}])",0.8
"1043",1042,104,"xg1([0-9]{1,3})%",1
"1044",1043,104,"tuv\w",1
"1045",1044,104,"fa[lmnop][lmnop][lmnop]",1
"1046",1045,104,"[\D]",0.8
"1047",1046,104,"no[w-z]5",1
"1048",1047,104,"\.+",1
"1049",1048,104,"([\0175\0173])",0.5
"1050",1049,104,"t[\x3a-\x3b]+p",0.8
"1051",1050,105,"tuv\w",1
"1052",1051,105,"([\072\073])",NA
"1053",1052,105,"t[\072-\073]+p",NA
"1054",1053,105,"(deedo(do)?)",1
"1055",1054,105,"(\$\{)\d+(:[^}]+\})",1
"1056",1055,105,"[^0-9]",1
"1057",1056,105,"%([0-9A-Fa-f]{2})",0.8
"1058",1057,105,"xg1([0-9]{1,3})%",1
"1059",1058,105,"tri[abcdef]3",1
"1060",1059,105,"\.+",1
"1061",1060,106,"(\$\{)\d+(:[^}]+\})",0.6
"1062",1061,106,"(dee(do){1,2})",0.5
"1063",1062,106,"t[:;]+p",1
"1064",1063,106,"([0-9]+)\.([0-9]+)",1
"1065",1064,106,"[\t\r\f\n ]",0.6
"1066",1065,106,"\..*",0.8
"1067",1066,106,"no[w-z]5",0.8
"1068",1067,106,"([}{])",0.4
"1069",1068,106,"%([0-9A-Fa-f]{2})",0.2
"1070",1069,106,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.6
"1071",1070,107,"(q4fab|ab)",1
"1072",1071,107,"([0-9]+)\.([0-9]+)",0.75
"1073",1072,107,"no[wxyz]5",0.4
"1074",1073,107,"([:;])",0
"1075",1074,107,"R+",0.6666666667
"1076",1075,107,"1q\w\w",0.8
"1077",1076,107,"[\s]",1
"1078",1077,107,"&d([aeiou][aeiou])z",1
"1079",1078,107,"xyz[\0133-\0140]",0.4
"1080",1079,107,"[{][$](\d+[.]\d)[}]",1
"1081",1080,108,"[\W_]",0
"1082",1081,108,"xyz[_\[\]`\^\\]",0.6
"1083",1082,108,"([0-9]+)\.([0-9]+)",0.8
"1084",1083,108,"tri[abcdef]3",1
"1085",1084,108,"fa[lmnop][lmnop][lmnop]",1
"1086",1085,108,"((q4f)?ab)",1
"1087",1086,108,"za+",1
"1088",1087,108,"1q\w\w",1
"1089",1088,108,"([$][{])\d+(:[^}]+[}])",0.6
"1090",1089,108,"(:|;)",1
"1091",1090,109,"tuv[A-Za-z0-9_]",0.8
"1092",1091,109,"fa[lmnop][lmnop][lmnop]",0.6
"1093",1092,109,"([0-9]+)\.([0-9]+)",0.8
"1094",1093,109,"xyz[_\[\]`\^\\]",0.5
"1095",1094,109,"[^0-9]",0
"1096",1095,109,"([\0175\0173])",0.4
"1097",1096,109,"((q4f)?ab)",0.3333333333
"1098",1097,109,"[{][$](\d+[.]\d)[}]",0.4
"1099",1098,109,"tri[a-f]3",1
"1100",1099,109,"\.+",0.5
"1101",1100,110,"xyz[_\[\]`\^\\]",0.6
"1102",1101,110,"%([0-9a-fA-F][0-9a-fA-F])",0.6
"1103",1102,110,"[\s]",0.6
"1104",1103,110,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.6
"1105",1104,110,"([:;])",0.4
"1106",1105,110,"\{\$(\d+\.\d)\}",1
"1107",1106,110,"\..*",0.8
"1108",1107,110,"([0-9]+)\.([0-9]+)",1
"1109",1108,110,"((q4f)?ab)",0.6
"1110",1109,110,"no(w|x|y|z)5",1
"1111",1110,111,"tuv\w",0.5
"1112",1111,111,"([\072\073])",1
"1113",1112,111,"\{\$(\d+\.\d)\}",1
"1114",1113,111,"[a-f](\d+)[a-f]",0.6
"1115",1114,111,"&d([aeiou][aeiou])z",1
"1116",1115,111,"no(w|x|y|z)5",1
"1117",1116,111,"[^0-9]",0
"1118",1117,111,"((q4f)?ab)",0.4
"1119",1118,111,"xyz[\x5b-\x5f]",0.6
"1120",1119,111,"\..*",1
"1121",1120,112,"%([0-9a-fA-F][0-9a-fA-F])",0.6
"1122",1121,112,"(\$\{)\d+(:[^}]+\})",0.4
"1123",1122,112,"xyz[_\[\]`\^\\]",0.6
"1124",1123,112,"tri[a-f]3",0.8
"1125",1124,112,"[^0-9A-Za-z]",0.4
"1126",1125,112,"([\0175\0173])",0.5
"1127",1126,112,"((q4f)?ab)",0.8
"1128",1127,112,"zaa*",1
"1129",1128,112,"&([A-Za-z0-9_]+);",0.6
"1130",1129,112,"([0-9]+)\.([0-9]+)",1
"1131",1130,113,"(q4fab|ab)",0.6
"1132",1131,113,"[\W_]",0.8
"1133",1132,113,"t[\072-\073]+p",0.8
"1134",1133,113,"fa[lmnop][lmnop][lmnop]",0.6
"1135",1134,113,"no[wxyz]5",1
"1136",1135,113,"([0-9]+)\.([0-9]+)",1
"1137",1136,113,"([\072\073])",NA
"1138",1137,113,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.6
"1139",1138,113,"R+",0.4
"1140",1139,113,"t\.\$+\d+\*",0.6
"1141",1140,114,"(deedo(do)?)",0.6
"1142",1141,114,"[^0-9]",0
"1143",1142,114,"R+",1
"1144",1143,114,"fa[lmnop][lmnop][lmnop]",0.8
"1145",1144,114,"([:;])",1
"1146",1145,114,"[a-f](\d+)[a-f]",0.8
"1147",1146,114,"no[wxyz]5",0.4
"1148",1147,114,"&(\w+);",0.8
"1149",1148,114,"xyz[\x5b-\x5f]",0.2
"1150",1149,114,"\{\$(\d+\.\d)\}",0.6
"1151",1150,115,"fa[lmnop]{3}",1
"1152",1151,115,"xyz[_\[\]`\^\\]",1
"1153",1152,115,"[^0-9]",1
"1154",1153,115,"(deedo|deedodo)",0.8
"1155",1154,115,"tri[abcdef]3",1
"1156",1155,115,"tuv[A-Za-z0-9_]",1
"1157",1156,115,"(\d+)\.(\d+)",1
"1158",1157,115,"([$][{])\d+(:[^}]+[}])",0.8
"1159",1158,115,"([}{])",1
"1160",1159,115,"RR*",1
"1161",1160,116,"(\d+)\.(\d+)",1
"1162",1161,116,"&d([aeiou][aeiou])z",1
"1163",1162,116,"&(\w+);",1
"1164",1163,116,"([\072\073])",1
"1165",1164,116,"[\s]",1
"1166",1165,116,"t[\072-\073]+p",1
"1167",1166,116,"tri(a|b|c|d|e|f)3",1
"1168",1167,116,"t[.][$]+\d+[*]",0.8
"1169",1168,116,"RR*",1
"1170",1169,116,"(deedo|deedodo)",1
"1171",1170,117,"[a-f](\d+)[a-f]",1
"1172",1171,117,"[^0-9A-Za-z]",1
"1173",1172,117,"&d([aeiou][aeiou])z",1
"1174",1173,117,"([\0175\0173])",1
"1175",1174,117,"(\$\{)\d+(:[^}]+\})",1
"1176",1175,117,"tuv[A-Za-z0-9_]",0.8
"1177",1176,117,"(q4fab|ab)",1
"1178",1177,117,"za+",0.8
"1179",1178,117,"t[\072-\073]+p",1
"1180",1179,117,"no(w|x|y|z)5",1
"1181",1180,118,"(\$\{)\d+(:[^}]+\})",1
"1182",1181,118,"za+",1
"1183",1182,118,"xyz[\0133-\0140]",NA
"1184",1183,118,"(\{|\})",0.8
"1185",1184,118,"&(\w+);",1
"1186",1185,118,"(q4fab|ab)",1
"1187",1186,118,"tri(a|b|c|d|e|f)3",1
"1188",1187,118,"fa[lmnop]{3}",0.4
"1189",1188,118,"xg1([0-9]{1,3})%",0.8
"1190",1189,118,"[^0-9A-Za-z]",1
"1191",1190,119,"([}{])",1
"1192",1191,119,"t\.\$+\d+\*",1
"1193",1192,119,"RR*",1
"1194",1193,119,"t[:;]+p",1
"1195",1194,119,"%([0-9a-fA-F][0-9a-fA-F])",1
"1196",1195,119,"&([A-Za-z0-9_]+);",1
"1197",1196,119,"((q4f){0,1}ab)",1
"1198",1197,119,"[\t\r\f\n ]",0.8
"1199",1198,119,"(\d+)\.(\d+)",1
"1200",1199,119,"tri[a-f]3",1
"1201",1200,120,"(\d+)\.(\d+)",0.8
"1202",1201,120,"[\D]",1
"1203",1202,120,"R+",1
"1204",1203,120,"fa[lmnop][lmnop][lmnop]",1
"1205",1204,120,"tuv\w",1
"1206",1205,120,"(dee(do){1,2})",1
"1207",1206,120,"xyz[\0133-\0140]",0.6
"1208",1207,120,"[{][$](\d+[.]\d)[}]",1
"1209",1208,120,"([\0175\0173])",0.6
"1210",1209,120,"tri[abcdef]3",1
"1211",1210,121,"([0-9]+)\.([0-9]+)",1
"1212",1211,121,"\{\$(\d+\.\d)\}",1
"1213",1212,121,"xyz[\0133-\0140]",0.4
"1214",1213,121,"(deedo|deedodo)",0.8
"1215",1214,121,"no[w-z]5",0.8
"1216",1215,121,"([\072\073])",0.4
"1217",1216,121,"[\s]",0.8
"1218",1217,121,"1q[A-Za-z0-9_][A-Za-z0-9_]",0.8
"1219",1218,121,"RR*",1
"1220",1219,121,"fa[lmnop]{3}",1
"1221",1220,122,"[\D]",0.4
"1222",1221,122,"tri[a-f]3",1
"1223",1222,122,"t[\x3a-\x3b]+p",1
"1224",1223,122,"&([A-Za-z0-9_]+);",0.8
"1225",1224,122,"%([0-9a-fA-F][0-9a-fA-F])",0.6
"1226",1225,122,"([0-9]+)\.([0-9]+)",1
"1227",1226,122,"([}{])",0.4
"1228",1227,122,"RR*",0.4
"1229",1228,122,"(\$\{)\d+(:[^}]+\})",0.8
"1230",1229,122,"((q4f){0,1}ab)",0.6
"1231",1230,123,"\..*",0.8
"1232",1231,123,"[{][$](\d+[.]\d)[}]",1
"1233",1232,123,"(deedo(do)?)",0.6
"1234",1233,123,"([}{])",0.4
